 
Time_us,Sample
16936656,2024
16939356,2042
16942064,2013
16944856,1997
16947560,2031
16950264,1967
16953056,2040
16955760,2024
16958468,1986
16961164,2064
16963956,2022
16966668,2056
16969364,2018
16972156,2001
16974940,1999
16977552,2012
16980252,2024
16982960,2042
16985660,2015
16988360,2056
16991056,2033
16993852,2036
16996564,2003
16999256,2018
17001968,1997
17004760,1978
17007456,2025
17010168,2035
17012960,2027
17015656,1999
17018356,2021
17021152,2013
17023860,2030
17026564,1985
17029264,2027
17031968,2039
17034760,2015
17037464,2030
17040160,2010
17042952,2021
17045664,2041
17048356,2047
17051064,2058
17053860,2026
17056564,2003
17059256,2040
17061964,2013
17064660,1984
17067360,2036
17070052,2083
17072756,1992
17075552,2026
17078256,2020
17080956,2051
17083752,2042
17086460,2032
17089160,1992
17091860,2043
17094556,2017
17097264,2034
17100060,2027
17102756,2049
17105468,2063
17108260,2009
17110956,2049
17113656,2020
17116356,1974
17119064,2041
17121764,1993
17124556,2026
17127264,1993
17129964,2034
17132760,2036
17135452,1990
17138156,2055
17140940,1977
17143656,2020
17146356,2039
17149152,2018
17151764,2024
17154564,2039
17157264,2024
17159960,2025
17162660,2017
17165360,2058
17168064,2010
17170860,2005
17173560,2010
17176256,2024
17178956,2006
17181660,2026
17184360,2018
17187064,1999
17189852,2031
17192552,2026
17195256,2004
17197964,2053
17200664,2045
17203460,2022
17206152,2002
17208852,2038
17211564,2032
17214256,2040
17217040,2001
17219760,2033
17222456,2012
17225156,1980
17227868,2053
17230564,2025
17233356,2029
17236152,2034
17238752,2056
17241360,2027
17244064,2039
17246860,2011
17249564,2040
17252264,1989
17255060,2024
17257764,2025
17260464,2017
17263260,1959
17265952,2067
17268564,2024
17271264,1981
17274056,2051
17276764,2068
17279468,2060
17282264,1992
17284956,2008
17287752,2023
17290440,2027
17293152,2034
17295852,1985
17298564,2001
17301260,1997
17304052,2028
17306764,2023
17309460,2048
17312252,2055
17314964,2036
17317660,2010
17320452,2013
17323168,2025
17325864,2052
17328660,2030
17331360,2089
17334052,2012
17336756,2024
17339464,1999
17342164,2041
17344856,2038
17347560,1991
17350264,2017
17352960,2075
17355664,2016
17358460,1985
17361164,2047
17363952,2035
17366656,2036
17369356,2054
17372060,1988
17374764,2027
17377468,1969
17380252,1974
17382956,2042
17385664,1993
17388340,2009
17391052,2047
17393764,2071
17396460,1995
17399256,1997
17401960,2040
17404656,2032
17407356,2002
17410060,1999
17412752,1981
17415456,2029
17418068,2056
17420860,2070
17423560,2017
17426264,2041
17429060,2016
17431760,1994
17434456,2022
17437164,2023
17439960,1981
17442560,2046
17445352,2014
17448068,2022
17450760,2027
17453556,2056
17456256,2001
17458964,2070
17461664,1979
17464460,2008
17467164,2001
17469864,2012
17472660,2057
17475352,1967
17478052,2034
17480764,2046
17483460,2040
17486256,2023
17488940,2040
17491664,2016
17494356,2001
17497060,2028
17499752,1991
17502456,2000
17505152,1979
17507852,2049
17510556,2041
17513260,2044
17515964,2029
17518756,2036
17521464,2053
17524164,2029
17526960,2029
17529656,1999
17532364,2000
17535160,2033
17537856,2047
17540556,2042
17543256,2060
17545964,2020
17548656,1989
17551368,2010
17554152,2056
17556856,1983
17559640,2037
17562256,2040
17564956,2027
17567664,1997
17570364,2033
17573064,2017
17575852,2024
17578556,1993
17581256,2065
17583964,2048
17586668,2044
17589452,2048
17592064,1979
17594860,2010
17597564,2043
17600260,2075
17603052,2042
17605752,2009
17608456,2037
17611160,2041
17613952,2034
17616564,2040
17619360,2044
17622152,2031
17624764,2027
17627464,2022
17630260,2072
17632956,2003
17635656,2027
17638360,2072
17641156,2032
17643856,2024
17646560,1994
17649356,2052
17652056,2026
17654764,2006
17657556,2046
17660260,2056
17662964,2039
17665760,2017
17668368,2001
17671152,2030
17673856,2033
17676556,2031
17679264,2053
17681968,2053
17684760,2028
17687456,2029
17690156,2077
17692856,2059
17695564,2083
17698252,2035
17700964,2025
17703660,2035
17706456,2015
17709168,2046
17711864,2024
17714660,2029
17717360,1992
17719964,1997
17722664,2058
17725440,2030
17728152,2035
17730852,2015
17733556,2012
17736256,2020
17739052,2041
17741760,2022
17744460,2023
17747164,2023
17749940,2049
17752664,2030
17755452,2042
17758156,2045
17760860,2021
17763560,2019
17766256,2035
17769052,2031
17771752,2004
17774456,1998
17777064,2019
17779856,2084
17782564,2001
17785264,1983
17788060,2025
17790756,1978
17793460,1984
17796252,2019
17798956,2028
17801660,1995
17804360,2000
17807056,2040
17809756,1979
17812460,2047
17815160,2032
17817956,2030
17820660,1990
17823352,2014
17826056,2033
17828764,2036
17831456,2025
17834156,2002
17836852,2048
17839552,2024
17842268,2036
17844964,2000
17847656,2040
17850360,2015
17853060,2050
17855856,2032
17858652,2031
17861256,2002
17863956,1997
17866664,2024
17869364,2019
17872160,2034
17874856,2012
17877556,2003
17880260,2015
17882952,2025
17885656,2001
17888356,1999
17891052,1990
17893756,2039
17896552,2015
17899256,2006
17901960,2016
17904660,2091
17907360,2024
17910060,2005
17912752,2023
17915456,2010
17918160,1989
17920860,2058
17923560,2033
17926260,2039
17928952,2043
17931656,2078
17934340,1970
17937052,1991
17939764,2037
17942368,2082
17945160,2050
17947864,2033
17950652,2009
17953356,2008
17956056,2018
17958668,1994
17961460,2039
17964164,2012
17966940,2060
17969652,2022
17972364,1982
17974964,2025
17977740,2019
17980360,2056
17983156,2037
17985860,2010
17988564,2040
17991264,2048
17993964,2073
17996752,2076
17999456,1977
18002156,2056
18004864,2023
18007564,2057
18010356,2046
18013052,2024
18015756,1994
18018460,2039
18021156,2051
18023856,2075
18026652,2011
18029356,1983
18032056,2041
18034764,2015
18037552,2019
18040264,2079
18042964,2009
18045752,2033
18048464,2035
18051164,2040
18053952,2032
18056664,2015
18059364,2067
18062152,2049
18064852,2035
18067540,2024
18070256,2061
18072956,1979
18075752,2045
18078364,2033
18081160,2006
18083860,2055
18086556,2030
18089256,2061
18091864,2016
18094660,1976
18097352,1977
18100056,1990
18102760,2053
18105460,1997
18108156,2050
18110868,1989
18113664,2054
18116356,2003
18119152,2111
18121864,2006
18124560,2050
18127264,2006
18130056,2012
18132760,2012
18135464,2042
18138164,2010
18140952,2025
18143656,2027
18146452,1956
18149056,2035
18151756,2037
18154464,2077
18157256,2070
18159960,2027
18162656,2002
18165452,2012
18168164,2002
18170860,2056
18173656,2035
18176360,2014
18179060,2042
18181856,2021
18184560,2019
18187268,2010
18189964,2024
18192656,2061
18195364,2083
18198064,2040
18200852,2081
18203556,2016
18206260,2056
18208960,1999
18211656,2025
18214452,2040
18217152,2041
18219764,2042
18222464,1991
18225260,2031
18227956,2051
18230656,2023
18233452,2048
18236064,1973
18238860,2015
18241560,2016
18244256,2041
18246956,1977
18249660,2009
18252360,2032
18255156,1997
18257864,1971
18260556,2041
18263256,2053
18265964,2023
18268664,2010
18271460,2007
18274156,2007
18276856,2039
18279556,2008
18282264,2052
18284956,2061
18287740,2016
18290364,2034
18293056,2039
18295752,1999
18298452,2008
18301156,2014
18303864,2046
18306640,1980
18309352,2011
18312056,2037
18314760,2041
18317460,2026
18320156,1984
18322860,1989
18325652,2011
18328268,2021
18331064,2021
18333764,1985
18336464,2033
18339256,2013
18341960,2014
18344656,2078
18347360,2044
18350056,2016
18352760,2044
18355460,2077
18358156,2007
18360864,1984
18363660,2128
18366356,2058
18369060,2058
18371760,2019
18374452,2061
18377156,2000
18379952,2048
18382564,2006
18385360,2024
18388060,2021
18390756,2005
18393552,2031
18396264,2068
18398964,2001
18401760,2012
18404460,2016
18407156,1962
18409856,2056
18412640,2041
18415260,2035
18418056,2054
18420852,2007
18423456,2072
18426156,2055
18428864,2040
18431660,2028
18434364,2052
18437060,2021
18439840,2017
18442560,2017
18445252,2027
18447952,2011
18450652,1988
18453264,2126
18455964,2084
18458760,2047
18461452,2078
18464164,2009
18466864,2003
18469652,1990
18472364,2015
18475064,2000
18477760,2028
18480460,2046
18483164,2048
18485864,2056
18488564,2027
18491340,2042
18494064,2028
18496840,2003
18499552,2012
18502252,1997
18504956,2010
18507660,2035
18510356,2001
18513056,2051
18515764,2022
18518464,1980
18521260,2009
18523956,2011
18526656,2022
18529452,2001
18532060,2002
18534856,2034
18537464,2007
18540260,2077
18542960,2045
18545656,2014
18548360,2031
18551060,2057
18553760,2046
18556552,2009
18559252,2033
18561960,2028
18564660,2009
18567364,2012
18570064,2042
18572764,2033
18575560,2049
18578256,2016
18580964,2020
18583756,1974
18586464,2068
18589156,1991
18591856,1985
18594564,1989
18597256,2034
18599968,2054
18602664,2010
18605356,2015
18608060,2054
18610764,2054
18613456,2026
18616160,2023
18618864,2018
18621564,2010
18624352,1989
18627052,2010
18629756,2041
18632460,1998
18635156,1968
18637952,2027
18640564,2026
18643256,2011
18645960,1994
18648652,1961
18651352,2043
18654060,2008
18656760,1995
18659556,2005
18662260,2051
18664964,2049
18667756,2020
18670464,2044
18673164,2022
18675960,2060
18678656,2054
18681364,2038
18684160,2001
18686852,2008
18689556,2021
18692268,2042
18694964,2018
18697756,2030
18700456,2023
18703152,2015
18705856,2014
18708652,2014
18711252,2018
18713956,2012
18716660,2053
18719456,2056
18722156,2011
18724860,2004
18727564,2004
18730356,1982
18733052,2022
18735756,2003
18738460,2025
18741156,2052
18743856,2054
18746556,2008
18749264,2017
18751964,2043
18754764,2044
18757460,2015
18760252,2029
18762964,1998
18765660,1982
18768452,2016
18771152,1997
18773852,2061
18776564,2000
18779340,2087
18782056,1980
18784760,2040
18787460,2008
18790156,2044
18792860,2040
18795652,2024
18798360,2014
18801052,2022
18803764,2016
18806460,2008
18809256,2043
18812052,2030
18814664,2057
18817464,2032
18820164,1999
18822952,1981
18825656,1997
18828440,2057
18831056,2008
18833756,2007
18836452,1987
18839156,2019
18841860,2054
18844552,2031
18847256,2021
18849956,2024
18852660,2018
18855352,2043
18858068,2030
18860764,2012
18863456,2016
18866164,2010
18868956,2061
18871660,2009
18874356,1997
18877056,2042
18879760,2045
18882456,2022
18885168,1992
18887940,2023
18890560,2021
18893356,1982
18896056,2002
18898752,1976
18901464,1990
18904240,2064
18906956,1962
18909656,2067
18912452,2041
18915160,2007
18917864,2030
18920656,2020
18923352,2047
18926056,2044
18928760,2012
18931456,2067
18934156,2003
18936952,2003
18939568,2009
18942364,2055
18945152,1984
18947752,2026
18950456,2022
18953160,2018
18955952,2068
18958656,2074
18961360,2077
18964060,1997
18966760,2017
18969456,2011
18972156,2014
18974952,2034
18977660,2040
18980364,1976
18983156,2016
18985864,2023
18988564,2014
18991360,2035
18994056,2011
18996760,2031
18999464,2001
19002252,2020
19004956,2042
19007752,2039
19010460,2043
19013164,2035
19015956,2037
19018652,2007
19021364,2041
19024152,2028
19026860,2028
19029560,2021
19032260,1997
19035040,2028
19037764,1989
19040552,2029
19043260,2043
19045964,2037
19048756,2019
19051464,2046
19054164,2022
19056864,2018
19059652,2012
19062364,2038
19065152,2048
19067860,2014
19070552,2041
19073256,2031
19075964,2069
19078664,1977
19081460,2053
19084156,2005
19086952,2028
19089656,2042
19092360,2042
19095056,2040
19097756,2025
19100464,2001
19103164,2016
19105960,2020
19108660,2007
19111452,2019
19114164,1983
19116864,2031
19119660,2024
19122364,2037
19125060,2066
19127856,2001
19130560,1997
19133256,2005
19136052,2017
19138752,2040
19141460,2008
19144164,2030
19146952,2018
19149660,2026
19152360,2038
19155156,2017
19157864,1997
19160652,2013
19163352,1991
19166052,2060
19168756,1998
19171460,1984
19174156,1967
19176940,1957
19179664,2034
19182352,1975
19185056,2009
19187852,1994
19190464,2044
19193260,2000
19195968,2027
19198664,2043
19201368,2026
19204156,2042
19206864,2013
19209556,2023
19212260,2021
19214952,2014
19217652,2034
19220360,1991
19223064,2025
19225856,1980
19228560,2070
19231252,2081
19233968,2012
19236664,1971
19239456,2066
19242160,2023
19244856,2004
19247564,1990
19250360,1990
19253056,2000
19255764,2013
19258560,1982
19261252,2008
19263956,1989
19266752,2040
19269456,2014
19272156,2051
19274860,2007
19277556,2045
19280256,2016
19282968,2035
19285752,1998
19288456,2031
19291168,1995
19293956,2014
19296656,2028
19299440,2018
19302052,2056
19304756,2018
19307460,2032
19310152,2078
19312856,2012
19315564,2058
19318256,2007
19320956,1997
19323656,1991
19326356,1984
19329060,2017
19331756,2039
19334456,2029
19337160,2033
19339956,1994
19342660,2002
19345352,2026
19348056,2008
19350852,2022
19353560,2030
19356264,2007
19358960,2035
19361668,2057
19364460,2020
19367164,2032
19369952,2060
19372652,2042
19375356,2020
19378052,2010
19380764,2004
19383468,2048
19386256,2013
19388956,2064
19391660,2001
19394356,2023
19397140,2048
19399864,2014
19402560,2005
19405352,2079
19408052,2035
19410760,2007
19413464,1966
19416256,2003
19418964,2029
19421668,2021
19424460,2026
19427156,2008
19429952,2026
19432656,2027
19435364,2043
19438064,2038
19440840,1987
19443556,2034
19446164,2022
19448956,2027
19451656,2017
19454360,2025
19457064,2007
19459764,2037
19462560,2027
19465260,2033
19467964,2043
19470760,2006
19473464,2002
19476252,2016
19478952,2010
19481664,2028
19484360,2040
19487156,2067
19489952,1991
19492556,2021
19495256,2016
19497964,2058
19500664,1994
19503460,2011
19506156,2025
19508940,2040
19511664,2056
19514360,2039
19517156,2083
19519856,2004
19522556,2011
19525256,2032
19527956,2019
19530652,2017
19533356,2057
19536056,2004
19538764,2018
19541464,2011
19544260,2008
19546956,2040
19549656,2032
19552360,2045
19555056,2053
19557840,2032
19560564,1978
19563260,2020
19565960,2015
19568752,2054
19571460,2054
19574152,2030
19576952,2020
19579564,2008
19582268,2005
19585060,2017
19587756,2078
19590460,2008
19593164,2070
19595940,2009
19598664,1997
19601360,2036
19604064,2058
19606856,2048
19609552,1987
19612256,2022
19615052,1983
19617668,2019
19620464,2037
19623156,1991
19625860,2066
19628564,2021
19631360,2080
19634056,2022
19636852,1974
19639552,2060
19642260,1996
19644956,2030
19647660,2001
19650356,2013
19653060,2013
19655856,2025
19658552,1989
19661256,2015
19663864,2037
19666660,2045
19669360,2020
19672056,2017
19674764,2007
19677560,2029
19680252,1972
19682952,2041
19685656,2022
19688360,2000
19691060,1993
19693856,2032
19696560,2040
19699264,2017
19701956,2033
19704568,2035
19707360,2060
19710064,1971
19712760,2029
19715552,2043
19718264,2043
19720960,2047
19723660,2029
19726452,2056
19729160,2047
19731860,2000
19734652,2050
19737360,2025
19740052,2059
19742664,2020
19745460,2028
19748164,2045
19750856,2043
19753560,2022
19756260,2017
19758956,1997
19761564,2008
19764360,2014
19767052,1996
19769756,2004
19772464,2008
19775252,2067
19777860,2021
19780564,2037
19783264,2030
19786060,2018
19788756,2021
19791552,2007
19794252,2015
19796960,2039
19799660,2025
19802456,2013
19805152,1999
19807852,2014
19810556,2040
19813252,2024
19815956,2020
19818656,2006
19821352,1993
19823960,2003
19826748,2040
19829464,2017
19832156,2008
19834860,2028
19837656,2041
19840360,2026
19843060,2023
19845760,2006
19848460,2024
19851156,2006
19853864,2005
19856660,2021
19859356,2026
19862056,2021
19864852,2021
19867464,2042
19870260,2015
19872960,2011
19875656,2035
19878356,2035
19881152,2039
19883860,2023
19886560,2001
19889264,2016
19891960,2023
19894752,2054
19897464,2036
19900164,2019
19902956,2030
19905660,2068
19908356,2009
19911140,2014
19913852,2047
19916464,2042
19919260,2021
19921960,2039
19924664,1994
19927460,2011
19930164,2011
19932952,2021
19935664,1995
19938340,2024
19941052,2015
19943756,2021
19946460,2000
19949164,2000
19951952,2053
19954568,2023
19957364,2036
19960152,1985
19962860,2016
19965564,2039
19968352,2009
19971056,2022
19973760,2002
19976460,2008
19979156,2042
19981868,2010
19984640,2034
19987356,2050
19990060,2039
19992760,2068
19995456,2030
19998252,2064
20000952,2007
20003656,2027
20006356,2035
20009152,1990
20011764,2008
20014560,2026
20017260,2023
20019964,2025
20022760,2023
20025460,2020
20028164,2087
20030960,2021
20033660,2058
20036364,2021
20039064,2042
20041856,2048
20044564,2067
20047264,2023
20050060,2007
20052756,2030
20055364,2034
20058068,1992
20060864,2032
20063556,2032
20066252,2033
20068952,2061
20071656,2029
20074340,2011
20077052,2044
20079752,2031
20082456,2011
20085160,1981
20087860,2048
20090556,2008
20093256,2041
20095960,2011
20098664,2045
20101456,2016
20104164,2005
20106856,1999
20109556,2002
20112264,1996
20114964,2010
20117760,2016
20120452,2045
20123156,2032
20125952,2020
20128660,2035
20131268,2082
20134060,2036
20136760,2024
20139552,2078
20142256,1968
20144960,2023
20147652,2048
20150264,2049
20153064,2027
20155756,2011
20158452,2061
20161164,2022
20163856,2012
20166560,2060
20169252,2050
20171968,2027
20174652,2043
20177356,2036
20180152,2037
20182756,2025
20185456,2038
20188152,2046
20190856,1966
20193560,2038
20196256,2025
20198956,2035
20201656,2013
20204352,2046
20207056,2019
20209840,2004
20212464,2022
20215168,2056
20217964,2034
20220568,2011
20223352,2059
20226068,2047
20228764,2017
20231560,2033
20234260,2021
20236964,2014
20239760,2017
20242460,2046
20245164,2020
20247960,1977
20250564,1977
20253356,2071
20256052,2035
20258756,2004
20261456,2008
20264160,2074
20266856,2011
20269560,2026
20272260,2003
20274960,2039
20277660,2082
20280452,2038
20283160,2052
20285860,2050
20288656,2033
20291340,2036
20294052,2051
20296664,2000
20299368,1999
20302164,2017
20304860,2047
20307656,2033
20310356,2037
20313064,2006
20315860,2068
20318556,2037
20321252,2029
20323952,2048
20326656,2073
20329360,1999
20332052,2035
20334756,2034
20337464,2037
20340156,1989
20342856,2028
20345552,2047
20348256,2064
20350964,2007
20353760,2055
20356460,2018
20359160,2029
20361952,2031
20364656,1973
20367452,2034
20370064,2032
20372860,1996
20375564,1994
20378352,2007
20381056,2022
20383768,2051
20386460,2005
20389256,2010
20392052,2020
20394664,2040
20397452,2035
20400164,2031
20402860,2032
20405656,2054
20408360,2037
20411056,2029
20413756,2026
20416452,2033
20419156,2046
20421952,1961
20424660,2048
20427352,2037
20430056,2039
20432752,2029
20435456,2046
20438160,2011
20440856,2026
20443640,2026
20446352,2066
20449060,2009
20451752,2026
20454552,2031
20457164,2018
20459960,2028
20462664,2018
20465364,2018
20468056,2036
20470752,2008
20473456,2022
20476160,2014
20478860,2048
20481656,2005
20484356,2042
20486964,2033
20489756,1987
20492456,2034
20495164,2049
20497864,2037
20500564,2031
20503264,2042
20505964,2037
20508740,2027
20511464,2005
20514152,1977
20516856,2012
20519556,2011
20522260,2027
20524964,2027
20527664,1992
20530452,2015
20533156,2033
20535856,2039
20538652,2038
20541360,2041
20544060,2016
20546760,2006
20549452,1997
20552152,2048
20554864,2009
20557560,2031
20560356,2014
20563068,2041
20565760,2011
20568556,2021
20571256,2072
20573960,2038
20576664,2018
20579364,2025
20582140,2021
20584864,1997
20587564,2023
20590340,2055
20593052,2006
20595760,2030
20598456,2032
20601156,1996
20603864,2006
20606656,2015
20609356,1986
20612060,2036
20614764,2013
20617556,2037
20620264,2077
20622952,2007
20625656,2009
20628360,2044
20631064,2026
20633764,2056
20636552,2027
20639264,2044
20641956,2020
20644664,1996
20647352,2047
20650064,2053
20652760,2075
20655460,2065
20658156,2000
20660856,2057
20663652,2041
20666356,2003
20669060,2034
20671760,2041
20674456,2016
20677252,1994
20679952,1973
20682660,2006
20685360,2011
20688156,2009
20690860,2029
20693560,2056
20696356,2039
20699060,1994
20701740,2009
20704464,2019
20707160,2016
20709952,2021
20712652,2017
20715264,2046
20718060,2016
20720764,2038
20723540,2053
20726252,2014
20728964,2004
20731660,2007
20734452,2022
20737164,2024
20739860,2072
20742564,2075
20745356,2024
20747968,2019
20750764,2016
20753464,2047
20756160,2007
20758860,2011
20761564,2040
20764340,2014
20767064,2014
20769756,2061
20772552,2049
20775264,1994
20777960,2010
20780660,2021
20783360,2074
20786064,2049
20788860,2014
20791564,2017
20794340,2018
20797064,2020
20799756,1995
20802452,1989
20805156,2008
20807868,2006
20810560,2011
20813352,1980
20816064,2047
20818760,2043
20821540,2034
20824264,1986
20826960,1995
20829752,2017
20832464,2025
20835160,2004
20837952,2046
20840652,2045
20843360,2039
20845968,1983
20848760,2002
20851456,2034
20854164,2072
20856960,2021
20859652,2019
20862356,1993
20865152,1984
20867764,2011
20870464,2022
20873168,2003
20875964,1990
20878656,2025
20881340,2002
20884052,2005
20886752,2067
20889460,2022
20892160,2051
20894860,2028
20897556,2025
20900268,2026
20903060,2057
20905752,2024
20908456,2021
20911140,2032
20913864,2025
20916556,2002
20919260,1979
20921960,2026
20924756,1969
20927460,1999
20930164,2023
20932960,2008
20935664,2033
20938440,2047
20941152,2048
20943856,2000
20946556,2022
20949356,2019
20952060,2016
20954752,2048
20957456,2012
20960164,2023
20962864,2058
20965660,2039
20968356,2057
20971056,2035
20973856,2012
20976464,2020
20979260,2015
20981960,2037
20984664,2011
20987364,2013
20990064,2057
20992852,1993
20995564,2007
20998264,2020
21000964,2025
21003760,2062
21006460,1996
21009164,2049
21011864,2032
21014656,2045
21017364,1978
21020052,2032
21022764,2014
21025460,2024
21028160,2026
21030864,2005
21033552,2032
21036256,2007
21038960,2035
21041660,2005
21044452,2006
21047160,1990
21049860,2043
21052560,2044
21055256,2035
21057956,2026
21060740,2027
21063364,2006
21066156,2052
21068952,2052
21071552,2020
21074252,2001
21076956,2039
21079660,2028
21082360,2018
21085056,2062
21087768,2050
21090552,2041
21093256,2003
21095960,1989
21098752,2039
21101460,1970
21104064,2017
21106860,2022
21109552,2058
21112256,2030
21115052,2024
21117664,1992
21120356,2072
21122964,2023
21125664,2061
21128456,1991
21131160,2058
21133864,2024
21136656,2045
21139360,2023
21142060,2033
21144760,2026
21147456,2027
21150164,2023
21152956,1986
21155664,2000
21158352,2017
21161068,2010
21163760,2027
21166556,2005
21169268,2058
21171952,2036
21174664,2013
21177364,2017
21180152,2071
21182852,2000
21185564,2044
21188260,2013
21190964,2052
21193564,2047
21196360,2041
21199060,1986
21201764,2007
21204560,2000
21207260,2032
21209956,2064
21212656,2048
21215364,2007
21218152,2037
21220864,2019
21223568,2023
21226352,1999
21229052,2017
21231764,2013
21234464,2031
21237256,2038
21239960,2000
21242656,1968
21245356,2030
21248056,2042
21250760,2049
21253452,2022
21256156,2052
21258856,2056
21261652,2027
21264360,1993
21267060,2001
21269760,2011
21272456,2030
21275240,2006
21277940,2030
21280564,2018
21283356,2026
21286056,2025
21288764,2066
21291464,2026
21294260,2003
21296956,2033
21299668,2073
21302460,2007
21305164,2062
21307852,2008
21310564,2057
21313260,2042
21316052,2025
21318764,1980
21321460,2023
21324240,2003
21326960,1975
21329656,2047
21332364,1992
21335160,1998
21337852,2047
21340552,1971
21343264,2027
21345960,2019
21348660,2025
21351352,2055
21354056,2021
21356756,1986
21359464,2044
21362164,2009
21364956,2021
21367660,1991
21370352,1991
21373068,2024
21375764,2050
21378560,1975
21381260,2053
21383956,2041
21386656,2016
21389364,2036
21392152,2021
21394864,2033
21397568,1988
21400260,2016
21402960,1999
21405652,2029
21408364,2029
21411140,1996
21413856,2027
21416560,2013
21419356,1987
21422060,2063
21424764,2003
21427556,2003
21430260,2080
21432964,1990
21435656,2024
21438360,2041
21441064,2020
21443856,2042
21446540,2051
21449264,2003
21451964,1993
21454752,2019
21457452,2050
21460168,2042
21462852,2036
21465564,2016
21468340,1993
21471056,2040
21473756,1980
21476456,2024
21479164,2012
21481864,2020
21484660,2029
21487356,2019
21490056,2003
21492852,2021
21495464,2052
21498260,2011
21500960,2022
21503656,2018
21506360,2032
21509064,2049
21511856,2047
21514556,1979
21517260,2041
21519964,2053
21522664,2043
21525364,2032
21528160,2046
21530860,2018
21533556,2063
21536340,2069
21539040,2004
21541756,2005
21544456,1985
21547252,2004
21549956,2031
21552660,1983
21555360,2032
21558056,2053
21560756,2043
21563540,2005
21566256,2002
21568956,2009
21571740,2017
21574352,2029
21577056,1986
21579760,2047
21582556,2039
21585256,2009
21587964,2014
21590756,1998
21593460,2044
21596156,2030
21598952,2049
21601656,2033
21604368,2034
21607064,2008
21609856,2036
21612468,2039
21615264,2016
21617952,2012
21620564,2040
21623360,1999
21626064,1960
21628760,2023
21631460,2024
21634160,2041
21636856,2007
21639556,2000
21642264,2034
21645052,2042
21647764,2037
21650464,2049
21653168,2055
21655960,1997
21658664,1987
21661452,2035
21664164,2043
21666864,2019
21669640,2047
21672364,2027
21675064,2081
21677852,2042
21680564,2032
21683264,2045
21686052,2032
21688764,2009
21691464,2016
21694160,2010
21696956,2059
21699564,1953
21702360,2008
21705064,2028
21707760,2000
21710460,2020
21713160,2019
21715856,2012
21718564,2070
21721360,2029
21724056,2003
21726756,2020
21729456,2047
21732164,2058
21734852,2036
21737564,2018
21740260,1989
21742960,2024
21745756,2031
21748440,2013
21751164,2033
21753864,2004
21756560,2001
21759356,2014
21762060,2050
21764756,1991
21767456,1983
21770140,2061
21772852,2018
21775560,1996
21778256,2000
21780964,2012
21783760,2034
21786452,2050
21789152,2000
21791868,2017
21794560,2052
21797264,2036
21799964,2029
21802660,2075
21805360,1984
21808052,2031
21810752,2011
21813456,2004
21816160,2033
21818864,2025
21821656,2029
21824360,1980
21827040,2016
21829760,2015
21832456,2001
21835164,2057
21837960,2046
21840656,2051
21843260,1985
21845964,1999
21848668,2033
21851460,1997
21854156,2023
21856952,2018
21859664,2023
21862360,2014
21865156,2014
21867856,2029
21870560,2041
21873356,2011
21876056,1993
21878760,2071
21881556,2008
21884260,2010
21886964,1989
21889760,2011
21892460,2056
21895156,2031
21897940,2020
21900664,2050
21903364,2056
21906152,2064
21908856,2019
21911640,2014
21914256,2050
21916956,2030
21919664,2017
21922364,2018
21925064,2001
21927840,2043
21930564,2010
21933264,2013
21935960,2002
21938756,2037
21941460,2035
21944060,2005
21946856,2040
21949556,1999
21952252,2023
21954956,2020
21957668,2063
21960352,2040
21963064,2023
21965760,2025
21968552,2015
21971252,2036
21973960,2006
21976660,2064
21979364,2047
21982152,2031
21984856,2023
21987556,2052
21990264,2016
21992968,2039
21995760,1995
21998456,1985
22001240,1985
22003952,2003
22006656,2010
22009360,2050
22012060,2053
22014756,2018
22017552,2057
22020264,2029
22022960,2033
22025752,2007
22028464,2053
22031160,2043
22033860,2049
22036652,1989
22039264,1990
22041968,2053
22044760,2019
22047456,2042
22050156,1999
22052860,2033
22055656,2008
22058360,2059
22061060,2033
22063756,2017
22066460,1982
22069156,2044
22071856,2002
22074560,2014
22077256,2002
22080052,2042
22082760,2063
22085456,2028
22088164,2041
22090956,1996
22093652,2029
22096356,2033
22099056,2023
22101752,2019
22104456,2036
22107168,1986
22109956,2009
22112660,2056
22115452,2027
22118140,2054
22120856,2091
22123464,2025
22126260,2048
22128964,2015
22131656,2018
22134356,2042
22137060,2000
22139756,2027
22142456,2034
22145252,2029
22147960,1997
22150660,2059
22153360,2052
22156060,1987
22158852,2015
22161564,2015
22164260,1989
22167056,2048
22169756,2038
22172464,2033
22175164,2040
22177960,2000
22180652,2037
22183260,1994
22185964,2021
22188760,2047
22191452,2049
22194160,2040
22196864,1990
22199652,2004
22202360,2041
22205064,2040
22207756,2021
22210464,2008
22213168,2003
22215952,2063
22218656,2053
22221360,2037
22224060,2029
22226756,2022
22229464,2033
22232240,1997
22234956,2021
22237660,2007
22240360,2028
22243056,2034
22245852,2003
22248564,2034
22251260,2045
22254056,2027
22256756,2059
22259452,2008
22262156,1988
22264952,2059
22267564,1999
22270352,1996
22273068,2053
22275764,2009
22278456,2037
22281160,2043
22283856,2006
22286556,2029
22289260,2006
22291964,2016
22294668,2065
22297360,2044
22300156,2045
22302860,2006
22305552,2025
22308256,2041
22310968,2050
22313660,2020
22316456,2034
22319252,2031
22321864,1978
22324664,2036
22327364,2004
22330140,2032
22332864,2078
22335564,2008
22338264,2000
22341056,2032
22343852,2022
22346464,2010
22349260,2022
22351960,2063
22354660,2019
22357360,2069
22360152,2020
22362860,2055
22365556,2048
